Title,Genre,ReleaseYear,Rating,VoteCount,Duration
Huevos: Little Rooster's Egg-cellent Adventure,"['Animation', 'Adventure', 'Comedy']",2015,5.7,1175,1.6333333333333333
Thomas & Friends: Sodor's Legend of the Lost Treasure,"['Animation', 'Adventure', 'Comedy']",2015,6.4,480,1.05
Curious George 3: Back to the Jungle,"['Animation', 'Adventure', 'Comedy']",2015,5.5,672,1.35
Focus,"['Comedy', 'Crime', 'Drama']",2015,6.6,268427,1.75
The Big Short,"['Biography', 'Comedy', 'Drama']",2015,7.8,469517,2.1666666666666665
Pitch Perfect 2,"['Comedy', 'Music']",2015,6.4,167496,1.9166666666666667
Krampus,"['Comedy', 'Fantasy', 'Horror']",2015,6.2,80216,1.6333333333333333
Burnt,"['Comedy', 'Drama']",2015,6.6,129745,1.6833333333333333
Ted 2,['Comedy'],2015,6.3,226251,1.9166666666666667
The Intern,"['Comedy', 'Drama']",2015,7.1,268130,2.0166666666666666
The Night Before,"['Comedy', 'Fantasy']",2015,6.4,79739,1.6833333333333333
Unfinished Business,"['Comedy', 'Drama']",2015,5.4,34621,1.5166666666666666
Demolition,"['Comedy', 'Drama']",2015,7.0,107824,1.6833333333333333
The Final Girls,"['Comedy', 'Fantasy', 'Horror']",2015,6.5,50692,1.5166666666666666
Home Sweet Hell,"['Comedy', 'Crime', 'Thriller']",2015,5.5,16319,1.6333333333333333
The Longest Ride,"['Comedy', 'Drama', 'Romance']",2015,7.0,87176,2.05
Get Hard,"['Comedy', 'Crime']",2015,6.0,144678,1.6666666666666667
Sleeping with Other People,"['Comedy', 'Drama', 'Romance']",2015,6.5,46778,1.6833333333333333
Love the Coopers,"['Comedy', 'Fantasy', 'Romance']",2015,5.8,25776,1.7833333333333334
Daddy's Home,"['Comedy', 'Family']",2015,6.2,126562,1.6
Trainwreck,"['Comedy', 'Drama', 'Romance']",2015,6.2,141109,2.0833333333333335
The DUFF,"['Comedy', 'Romance']",2015,6.4,100017,1.6833333333333333
Absolutely Anything,"['Comedy', 'Sci-Fi']",2015,6.0,46863,1.4166666666666667
A Man Called Ove,"['Comedy', 'Drama', 'Romance']",2015,7.7,66574,1.9333333333333333
Youth,"['Comedy', 'Drama', 'Music']",2015,7.3,82007,2.066666666666667
Magic Mike XXL,"['Comedy', 'Drama', 'Music']",2015,5.6,60640,1.9166666666666667
The Human Centipede III (Final Sequence),"['Comedy', 'Horror']",2015,2.7,19119,1.7
Aloha,"['Comedy', 'Drama', 'Romance']",2015,5.4,69987,1.75
Entourage,"['Comedy', 'Drama']",2015,6.5,82339,1.7333333333333334
Me and Earl and the Dying Girl,"['Comedy', 'Drama', 'Romance']",2015,7.7,136635,1.75
Masterminds,"['Biography', 'Comedy', 'Crime']",2015,5.8,58039,1.5833333333333333
Hot Tub Time Machine 2,"['Comedy', 'Mystery', 'Sci-Fi']",2015,5.0,40990,1.55
The Dressmaker,"['Comedy', 'Drama', 'Western']",2015,7.0,64318,1.9833333333333334
Knock Knock,"['Crime', 'Thriller']",2015,4.9,102128,1.65
The Hateful Eight,"['Crime', 'Drama', 'Mystery']",2015,7.8,642504,2.8
Legend,"['Biography', 'Crime', 'Drama']",2015,6.9,196996,2.2
Spotlight,"['Biography', 'Crime', 'Drama']",2015,8.1,492895,2.15
Green Room,"['Crime', 'Drama', 'Horror']",2015,7.0,136173,1.5833333333333333
Black Mass,"['Biography', 'Crime', 'Drama']",2015,6.9,189625,2.05
The Danish Girl,"['Biography', 'Crime', 'Drama']",2015,7.1,196443,1.9833333333333334
Solace,"['Crime', 'Drama', 'Mystery']",2015,6.4,67560,1.6833333333333333
True Story,"['Biography', 'Crime', 'Drama']",2015,6.3,71721,1.65
Child 44,"['Crime', 'Drama', 'History']",2015,6.4,74823,2.283333333333333
Victoria,"['Crime', 'Drama', 'Romance']",2015,7.6,62029,2.3
Dark Places,"['Crime', 'Drama', 'Mystery']",2015,6.2,47288,1.8833333333333333
Drishyam,"['Crime', 'Drama', 'Mystery']",2015,8.2,91745,2.716666666666667
Tangerine,"['Comedy', 'Crime', 'Drama']",2015,7.1,34804,1.4666666666666666
Secret in Their Eyes,"['Crime', 'Drama', 'Mystery']",2015,6.3,50504,1.85
Baskin,"['Crime', 'Drama', 'Fantasy']",2015,5.8,12028,1.6166666666666667
The Gunman,"['Action', 'Crime', 'Mystery']",2015,5.8,42986,1.9166666666666667
Heist,"['Action', 'Crime', 'Drama']",2015,6.1,32153,1.55
Regression,"['Crime', 'Drama', 'Mystery']",2015,5.6,42058,1.7666666666666666
Chi-Raq,"['Comedy', 'Crime', 'Drama']",2015,5.9,10545,2.1166666666666667
Irrational Man,"['Comedy', 'Crime', 'Drama']",2015,6.6,65942,1.5833333333333333
Tiger House,"['Action', 'Crime', 'Drama']",2015,5.2,4795,1.3333333333333333
The Treacherous,"['Crime', 'Drama', 'History']",2015,6.1,1952,2.216666666666667
Hot Pursuit,"['Action', 'Comedy', 'Crime']",2015,5.1,53416,1.45
Mr. Holmes,"['Crime', 'Drama', 'Family']",2015,6.8,66744,1.7333333333333334
13 Cameras,"['Crime', 'Horror', 'Thriller']",2015,5.2,5883,1.45
Momentum,"['Action', 'Crime', 'Thriller']",2015,5.5,16656,1.6
Survivor,"['Action', 'Crime', 'Thriller']",2015,5.6,35297,1.6
Talvar,"['Crime', 'Drama', 'Mystery']",2015,8.1,37325,2.2
Be My Cat: A Film for Anne,"['Crime', 'Horror', 'Thriller']",2015,5.7,2178,1.45
Cop Car,"['Crime', 'Thriller']",2015,6.3,34887,1.4666666666666666
Rise of the Footsoldier: Part II,"['Biography', 'Crime', 'Drama']",2015,5.4,2175,1.85
13 Hours,"['Action', 'Drama', 'History']",2016,7.3,155918,2.4
Deadpool,"['Action', 'Comedy']",2016,8.0,1096906,1.8
Suicide Squad,"['Action', 'Adventure', 'Fantasy']",2016,5.9,711646,2.05
The Magnificent Seven,"['Action', 'Adventure', 'Drama']",2016,6.9,224267,2.2
The Nice Guys,"['Action', 'Comedy', 'Crime']",2016,7.4,359443,1.9333333333333333
The Accountant,"['Action', 'Thriller']",2016,7.3,312090,2.1333333333333333
Rogue One: A Star Wars Story,"['Action', 'Adventure', 'Sci-Fi']",2016,7.8,673090,2.216666666666667
Gods of Egypt,"['Action', 'Adventure', 'Drama']",2016,5.4,123500,2.1166666666666667
Train to Busan,"['Action', 'Horror', 'Thriller']",2016,7.6,246442,1.9666666666666666
X-Men: Apocalypse,"['Action', 'Adventure', 'Sci-Fi']",2016,6.9,453838,2.4
Captain America: Civil War,"['Action', 'Sci-Fi']",2016,7.8,832740,2.45
Batman v Superman: Dawn of Justice,"['Action', 'Adventure', 'Sci-Fi']",2016,6.5,743021,2.5166666666666666
Doctor Strange,"['Action', 'Adventure', 'Fantasy']",2016,7.5,786889,1.9166666666666667
Shin Godzilla,"['Action', 'Drama', 'Horror']",2016,6.8,31581,2.0
The Promise,"['Action', 'Adventure', 'Drama']",2016,6.1,177845,2.216666666666667
Central Intelligence,"['Action', 'Comedy', 'Crime']",2016,6.3,207378,1.7833333333333334
Ghostbusters,"['Action', 'Comedy', 'Fantasy']",2016,6.8,241248,1.95
Jason Bourne,"['Action', 'Thriller']",2016,6.6,238149,2.05
Inferno,"['Action', 'Adventure', 'Crime']",2016,6.2,186312,2.0166666666666666
Assassin's Creed,"['Action', 'Adventure', 'Sci-Fi']",2016,5.6,206315,1.9166666666666667
Jack Reacher: Never Go Back,"['Action', 'Crime', 'Drama']",2016,6.1,170814,1.9666666666666666
Now You See Me 2,"['Action', 'Adventure', 'Comedy']",2016,6.4,312866,2.15
Star Trek Beyond,"['Action', 'Adventure', 'Sci-Fi']",2016,7.0,255360,2.033333333333333
Warcraft,"['Action', 'Adventure', 'Fantasy']",2016,6.7,274731,2.05
The Legend of Tarzan,"['Action', 'Adventure', 'Drama']",2016,6.2,184455,1.8333333333333333
The 5th Wave,"['Action', 'Adventure', 'Sci-Fi']",2016,5.2,115360,1.8666666666666667
Kung Fu Panda 3,"['Animation', 'Action', 'Adventure']",2016,7.1,177541,1.5833333333333333
Allied,"['Action', 'Drama', 'Romance']",2016,7.1,165549,2.066666666666667
Teenage Mutant Ninja Turtles: Out of the Shadows,"['Action', 'Adventure', 'Comedy']",2016,5.9,98364,1.8666666666666667
Allegiant,"['Action', 'Adventure', 'Mystery']",2016,5.7,130721,2.0
The Great Wall,"['Action', 'Adventure', 'Fantasy']",2016,5.9,143660,1.7166666666666666
I Am Wrath,"['Action', 'Thriller']",2016,5.4,15776,1.5333333333333334
Triple 9,"['Action', 'Crime', 'Thriller']",2016,6.3,75552,1.9166666666666667
Dangal,"['Action', 'Biography', 'Drama']",2016,8.3,203899,2.683333333333333
Underworld: Blood Wars,"['Action', 'Adventure', 'Fantasy']",2016,5.7,79785,1.5166666666666666
The Bad Batch,"['Action', 'Horror', 'Mystery']",2016,5.2,34702,1.9666666666666666
The Brothers Grimsby,"['Action', 'Adventure', 'Comedy']",2016,6.2,108962,1.3833333333333333
Pride and Prejudice and Zombies,"['Action', 'Comedy', 'Fantasy']",2016,5.8,59406,1.8
Deepwater Horizon,"['Action', 'Drama', 'History']",2016,7.1,178244,1.7833333333333334
Free Fire,"['Action', 'Comedy', 'Crime']",2016,6.3,49628,1.5166666666666666
The Shallows,"['Action', 'Drama', 'Horror']",2016,6.3,141352,1.4333333333333333
Independence Day: Resurgence,"['Action', 'Adventure', 'Sci-Fi']",2016,5.2,186451,2.0
The Angry Birds Movie,"['Animation', 'Action', 'Adventure']",2016,6.3,101081,1.6166666666666667
Zoolander 2,"['Action', 'Adventure', 'Comedy']",2016,4.7,74300,1.6833333333333333
Mechanic: Resurrection,"['Action', 'Adventure', 'Crime']",2016,5.7,91019,1.6333333333333333
Free State of Jones,"['Action', 'Biography', 'Drama']",2016,6.9,61146,2.316666666666667
Nerve,"['Action', 'Adventure', 'Crime']",2016,6.5,138255,1.6
Money Monster,"['Action', 'Crime', 'Drama']",2016,6.5,103494,1.6333333333333333
The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']",2016,6.1,117233,1.9
Patriots Day,"['Action', 'Crime', 'Drama']",2016,7.3,110260,2.216666666666667
Trolls,"['Animation', 'Adventure', 'Comedy']",2016,6.4,88936,1.5333333333333334
Moana,"['Animation', 'Adventure', 'Comedy']",2016,7.6,365213,1.7833333333333334
Zootopia,"['Animation', 'Adventure', 'Comedy']",2016,8.0,531776,1.8
Sausage Party,"['Animation', 'Adventure', 'Comedy']",2016,6.1,206156,1.4833333333333334
The Jungle Book,"['Adventure', 'Drama', 'Family']",2016,7.4,288071,1.7666666666666666
Fantastic Beasts and Where to Find Them,"['Adventure', 'Family', 'Fantasy']",2016,7.2,498130,2.2
Hunt for the Wilderpeople,"['Adventure', 'Comedy', 'Drama']",2016,7.8,138519,1.6833333333333333
The Secret Life of Pets,"['Animation', 'Adventure', 'Comedy']",2016,6.5,213203,1.45
Miss Peregrine's Home for Peculiar Children,"['Adventure', 'Drama', 'Family']",2016,6.7,184549,2.1166666666666667
The BFG,"['Adventure', 'Family', 'Fantasy']",2016,6.3,91551,1.95
Finding Dory,"['Animation', 'Adventure', 'Comedy']",2016,7.2,295542,1.6166666666666667
Alice Through the Looking Glass,"['Adventure', 'Family', 'Fantasy']",2016,6.2,118831,1.8833333333333333
The Lost City of Z,"['Adventure', 'Biography', 'Drama']",2016,6.6,97363,2.35
Ice Age: Collision Course,"['Animation', 'Adventure', 'Comedy']",2016,5.7,72660,1.5666666666666667
A Monster Calls,"['Adventure', 'Drama', 'Family']",2016,7.4,92165,1.8
Storks,"['Animation', 'Adventure', 'Comedy']",2016,6.8,66228,1.45
The Take,"['Action', 'Adventure', 'Crime']",2016,6.3,49890,1.5333333333333334
Kubo and the Two Strings,"['Animation', 'Action', 'Adventure']",2016,7.7,136583,1.6833333333333333
Spectral,"['Action', 'Adventure', 'Sci-Fi']",2016,6.3,63219,1.7833333333333334
American Honey,"['Adventure', 'Drama', 'Romance']",2016,7.0,45693,2.716666666666667
The Do-Over,"['Action', 'Adventure', 'Comedy']",2016,5.7,50189,1.8
Pete's Dragon,"['Action', 'Adventure', 'Comedy']",2016,6.7,60951,1.7
The Girl with All the Gifts,"['Action', 'Adventure', 'Drama']",2016,6.6,63460,1.85
Sing,"['Animation', 'Comedy', 'Family']",2016,7.1,185379,1.8
Your Name.,"['Animation', 'Drama', 'Fantasy']",2016,8.4,304262,1.7666666666666666
A Silent Voice: The Movie,"['Animation', 'Drama']",2016,8.1,95508,2.1666666666666665
Leap!,"['Animation', 'Adventure', 'Comedy']",2016,6.7,23888,1.4833333333333334
Batman: The Killing Joke,"['Animation', 'Action', 'Crime']",2016,6.4,60524,1.2666666666666666
The Red Turtle,"['Animation', 'Drama', 'Family']",2016,7.5,37687,1.3333333333333333
Gantz: O,"['Animation', 'Action', 'Drama']",2016,7.1,16339,1.5833333333333333
My Life as a Zucchini,"['Animation', 'Comedy', 'Drama']",2016,7.8,28240,1.1666666666666667
Kingsglaive: Final Fantasy XV,"['Animation', 'Action', 'Adventure']",2016,6.7,22848,1.8333333333333333
One Piece Film: Gold,"['Animation', 'Action', 'Adventure']",2016,7.1,6855,2.066666666666667
In This Corner (and Other Corners) of the World,"['Animation', 'Drama', 'Family']",2016,7.8,12142,2.15
Rock Dog,"['Animation', 'Adventure', 'Comedy']",2016,5.9,5884,1.5
Ratchet & Clank,"['Animation', 'Action', 'Adventure']",2016,5.5,11642,1.5666666666666667
Seoul Station,"['Animation', 'Action', 'Horror']",2016,6.1,7397,1.5333333333333334
Norm of the North,"['Animation', 'Adventure', 'Comedy']",2016,3.4,9980,1.5
Ethel & Ernest,"['Animation', 'Drama', 'History']",2016,7.7,3825,1.5666666666666667
Bad Cat,"['Animation', 'Action', 'Adventure']",2016,7.0,8384,1.4333333333333333
The Wild Life,"['Animation', 'Adventure', 'Comedy']",2016,5.3,6555,1.5166666666666666
Yu-Gi-Oh!: The Dark Side of Dimensions,"['Animation', 'Adventure', 'Drama']",2016,6.9,3390,2.1666666666666665
Kizumonogatari Part 1: Tekketsu,"['Animation', 'Action', 'Comedy']",2016,7.3,3524,1.0666666666666667
Ozzy,"['Animation', 'Adventure', 'Comedy']",2016,5.2,2557,1.5
Voyage of Time,"['Documentary', 'Animation']",2016,7.0,2423,0.7333333333333333
Batman: Return of the Caped Crusaders,"['Animation', 'Action', 'Adventure']",2016,6.7,6283,1.3
Throne of Elves,"['Animation', 'Adventure', 'Fantasy']",2016,5.9,1480,1.65
I Want to Let You Know That I Love You,"['Animation', 'Drama', 'Romance']",2016,6.5,1130,1.05
Monster High: Welcome to Monster High,"['Animation', 'Fantasy']",2016,5.5,729,1.2166666666666666
Boonie Bears: The Big Top Secret,['Animation'],2016,4.8,213,1.65
Tower,"['Documentary', 'Animation', 'Crime']",2016,7.9,8221,1.3666666666666667
Nerdland,"['Animation', 'Comedy', 'Crime']",2016,5.3,1156,1.4166666666666667
Dou Kyu Sei: Classmates,"['Animation', 'Drama', 'Music']",2016,7.7,3252,1.0
Spark: A Space Tail,"['Animation', 'Action', 'Adventure']",2016,4.4,1326,1.5166666666666666
Assassination Classroom: 365 Days,"['Animation', 'Action', 'Comedy']",2016,5.5,585,1.5333333333333334
Barbie: Star Light Adventure,"['Animation', 'Family', 'Sci-Fi']",2016,5.8,962,1.3166666666666667
I am NeZha,"['Animation', 'Family', 'Fantasy']",2016,5.4,41,1.3833333333333333
Kureyon Shinchan: Bakusui! Yumemî wârudo daitotsugeki!,"['Animation', 'Comedy']",2016,6.4,313,1.6166666666666667
Three-Body Problem,"['Animation', 'Music', 'Thriller']",2016,,0,
Big Fish & Begonia,"['Animation', 'Adventure', 'Drama']",2016,7.0,6581,1.6666666666666667
Red Sonja: Queen of Plagues,"['Animation', 'Action', 'Adventure']",2016,3.8,279,1.2333333333333334
Kizumonogatari Part 2: Nekketsu,"['Animation', 'Action', 'Drama']",2016,7.6,3108,1.1333333333333333
La La Land,"['Comedy', 'Drama', 'Music']",2016,8.0,642061,2.1333333333333333
Office Christmas Party,['Comedy'],2016,5.9,84844,1.75
Colossal,"['Comedy', 'Drama', 'Fantasy']",2016,6.2,68081,1.8166666666666667
War Dogs,"['Biography', 'Comedy', 'Crime']",2016,7.1,243727,1.9
Captain Fantastic,"['Comedy', 'Drama']",2016,7.8,230375,1.9666666666666666
My Big Fat Greek Wedding 2,"['Comedy', 'Romance']",2016,6.0,34656,1.5666666666666667
Better Watch Out,"['Comedy', 'Horror', 'Thriller']",2016,6.5,43398,1.4833333333333334
The Edge of Seventeen,"['Comedy', 'Drama']",2016,7.3,137337,1.7333333333333334
Dirty Grandpa,['Comedy'],2016,5.9,130915,1.7
Why Him?,['Comedy'],2016,6.2,121218,1.85
Swiss Army Man,"['Comedy', 'Drama', 'Fantasy']",2016,6.9,131165,1.6166666666666667
Mike and Dave Need Wedding Dates,"['Comedy', 'Romance']",2016,6.0,93896,1.6333333333333333
Mother's Day,"['Comedy', 'Drama', 'Romance']",2016,5.6,39155,1.9666666666666666
Everybody Wants Some!!,['Comedy'],2016,6.9,57629,1.95
The Love Witch,"['Comedy', 'Horror', 'Romance']",2016,6.2,19096,2.0
Bad Moms,['Comedy'],2016,6.2,132557,1.6666666666666667
"Hail, Caesar!","['Comedy', 'Drama', 'Mystery']",2016,6.3,141124,1.7666666666666666
The Fundamentals of Caring,"['Comedy', 'Drama']",2016,7.3,77977,1.6166666666666667
Bad Santa 2,"['Comedy', 'Crime', 'Drama']",2016,5.6,27456,1.5333333333333334
Sing Street,"['Comedy', 'Drama', 'Music']",2016,7.9,99262,1.7666666666666666
How to Be Single,"['Comedy', 'Drama', 'Romance']",2016,6.1,92544,1.8333333333333333
Bridget Jones's Baby,"['Comedy', 'Drama', 'Romance']",2016,6.5,80490,2.05
Paterson,"['Comedy', 'Drama', 'Romance']",2016,7.3,87145,1.9666666666666666
Popstar: Never Stop Never Stopping,"['Comedy', 'Drama', 'Music']",2016,6.7,66791,1.45
20th Century Women,"['Comedy', 'Drama']",2016,7.3,48438,1.9833333333333334
Toni Erdmann,"['Comedy', 'Drama']",2016,7.3,50632,2.7
Almost Christmas,"['Comedy', 'Drama', 'Romance']",2016,6.1,7480,1.85
Hell or High Water,"['Crime', 'Drama', 'Thriller']",2016,7.6,245857,1.7
Don't Breathe,"['Crime', 'Horror', 'Thriller']",2016,7.1,293784,1.4666666666666666
The Invisible Guest,"['Crime', 'Drama', 'Mystery']",2016,8.0,188200,1.7666666666666666
The Girl on the Train,"['Crime', 'Drama', 'Mystery']",2016,6.5,196187,1.8666666666666667
Snowden,"['Biography', 'Crime', 'Drama']",2016,7.3,160093,2.2333333333333334
Girl in the Box,"['Crime', 'Drama']",2016,6.2,2430,1.45
Standoff,"['Action', 'Crime', 'Drama']",2016,6.1,8983,1.3333333333333333
White Girl,"['Crime', 'Drama']",2016,5.7,11539,1.4666666666666666
Gold,"['Biography', 'Crime', 'Drama']",2016,6.7,67984,2.0
The Infiltrator,"['Biography', 'Crime', 'Drama']",2016,7.0,77543,2.1166666666666667
Blood Father,"['Action', 'Crime', 'Drama']",2016,6.4,66973,1.4666666666666666
Live by Night,"['Action', 'Crime', 'Drama']",2016,6.4,59217,2.15
I Am Not a Serial Killer,"['Crime', 'Drama', 'Horror']",2016,6.2,15541,1.7333333333333334
Elle,"['Crime', 'Drama', 'Thriller']",2016,7.1,70131,2.1666666666666665
Marauders,"['Action', 'Crime', 'Thriller']",2016,5.5,23544,1.7833333333333334
War on Everyone,"['Action', 'Comedy', 'Crime']",2016,5.8,20071,1.6333333333333333
Exposed,"['Crime', 'Drama', 'Mystery']",2016,4.3,16511,1.7
The Whole Truth,"['Crime', 'Drama', 'Mystery']",2016,6.2,31966,1.55
Our Kind of Traitor,"['Action', 'Crime', 'Drama']",2016,6.2,23338,1.8
Dark Crimes,"['Crime', 'Drama', 'Mystery']",2016,4.6,19571,1.5333333333333334
Imperium,"['Biography', 'Crime', 'Drama']",2016,6.5,48765,1.8166666666666667
Trespass Against Us,"['Action', 'Crime', 'Drama']",2016,5.8,8887,1.65
Keanu,"['Action', 'Comedy', 'Crime']",2016,6.2,51359,1.6666666666666667
Ride Along 2,"['Action', 'Comedy', 'Crime']",2016,5.9,62017,1.7
The Trust,"['Action', 'Crime', 'Mystery']",2016,5.4,20362,1.5333333333333334
We Still Steal the Old Way,"['Action', 'Comedy', 'Crime']",2016,5.1,1256,1.5
Hounds of Love,"['Crime', 'Drama', 'Thriller']",2016,6.5,13160,1.8
Misconduct,"['Crime', 'Drama', 'Mystery']",2016,5.3,17466,1.7666666666666666
The Assignment,"['Action', 'Crime', 'Thriller']",2016,4.7,9131,1.5833333333333333
Collide,"['Action', 'Crime', 'Thriller']",2016,5.7,17143,1.65
Apartment 407,"['Crime', 'Drama', 'Thriller']",2016,5.8,1139,1.6833333333333333
Skiptrace,"['Action', 'Adventure', 'Comedy']",2016,5.6,22048,1.7833333333333334
Darkland,"['Action', 'Crime', 'Drama']",2017,6.6,7116,1.8666666666666667
Blade Runner 2049,"['Action', 'Drama', 'Mystery']",2017,8.0,633085,2.7333333333333334
The Mummy,"['Action', 'Adventure', 'Fantasy']",2017,5.4,202065,1.8333333333333333
Thor: Ragnarok,"['Action', 'Adventure', 'Comedy']",2017,7.9,799152,2.1666666666666665
Kong: Skull Island,"['Action', 'Adventure', 'Fantasy']",2017,6.7,338082,1.9666666666666666
American Made,"['Action', 'Comedy', 'Crime']",2017,7.1,202220,1.9166666666666667
War for the Planet of the Apes,"['Action', 'Adventure', 'Drama']",2017,7.4,274268,2.3333333333333335
Dunkirk,"['Action', 'Drama', 'History']",2017,7.8,718237,1.7666666666666666
Spider-Man: Homecoming,"['Action', 'Adventure', 'Sci-Fi']",2017,7.4,701902,2.216666666666667
Jumanji: Welcome to the Jungle,"['Action', 'Adventure', 'Comedy']",2017,6.9,411299,1.9833333333333334
Baby Driver,"['Action', 'Crime', 'Drama']",2017,7.6,588586,1.8833333333333333
Baywatch,"['Action', 'Comedy', 'Crime']",2017,5.5,198123,1.9333333333333333
Logan,"['Action', 'Drama', 'Sci-Fi']",2017,8.1,810605,2.283333333333333
Wonder Woman,"['Action', 'Adventure', 'Fantasy']",2017,7.4,688354,2.35
John Wick: Chapter 2,"['Action', 'Crime', 'Thriller']",2017,7.4,496523,2.033333333333333
Pirates of the Caribbean: Dead Men Tell No Tales,"['Action', 'Adventure', 'Fantasy']",2017,6.5,335902,2.15
Guardians of the Galaxy Vol. 2,"['Action', 'Adventure', 'Comedy']",2017,7.6,741750,2.2666666666666666
Tiger Zinda Hai,"['Action', 'Adventure', 'Thriller']",2017,5.9,32640,2.683333333333333
Justice League,"['Action', 'Adventure', 'Fantasy']",2017,6.1,471888,2.0
Kingsman: The Golden Circle,"['Action', 'Adventure', 'Comedy']",2017,6.7,353457,2.35
The Hitman's Bodyguard,"['Action', 'Comedy', 'Crime']",2017,6.9,242757,1.9666666666666666
King Arthur: Legend of the Sword,"['Action', 'Adventure', 'Drama']",2017,6.7,228128,2.1
Geostorm,"['Action', 'Sci-Fi', 'Thriller']",2017,5.3,115542,1.8166666666666667
Valerian and the City of a Thousand Planets,"['Action', 'Adventure', 'Fantasy']",2017,6.4,193308,2.2666666666666666
Star Wars: Episode VIII - The Last Jedi,"['Action', 'Adventure', 'Fantasy']",2017,6.9,660458,2.533333333333333
Atomic Blonde,"['Action', 'Thriller']",2017,6.7,203375,1.9166666666666667
Ghost in the Shell,"['Action', 'Crime', 'Drama']",2017,6.3,224630,1.7833333333333334
Transformers: The Last Knight,"['Action', 'Adventure', 'Sci-Fi']",2017,5.2,165254,2.566666666666667
Logan Lucky,"['Action', 'Comedy', 'Crime']",2017,7.0,159268,1.9666666666666666
Only the Brave,"['Action', 'Biography', 'Drama']",2017,7.6,75260,2.2333333333333334
The Ballad of Lefty Brown,"['Action', 'Drama', 'Western']",2017,6.3,7453,1.85
The Lego Batman Movie,"['Animation', 'Action', 'Adventure']",2017,7.3,167969,1.7333333333333334
Security,"['Action', 'Crime', 'Thriller']",2017,5.7,21222,1.4666666666666666
The Fate of the Furious,"['Action', 'Crime', 'Thriller']",2017,6.6,248594,2.2666666666666666
What Happened to Monday,"['Action', 'Crime', 'Fantasy']",2017,6.8,131355,2.05
Jungle,"['Action', 'Adventure', 'Biography']",2017,6.7,61520,1.9166666666666667
Power Rangers,"['Action', 'Adventure', 'Fantasy']",2017,5.9,112637,2.066666666666667
The Foreigner,"['Action', 'Thriller']",2017,7.0,121160,1.8833333333333333
Okja,"['Action', 'Adventure', 'Drama']",2017,7.3,129625,2.0
Revenge,"['Action', 'Drama', 'Horror']",2017,6.4,47158,1.8
Bright,"['Action', 'Fantasy', 'Thriller']",2017,6.3,198811,1.95
Captain Underpants: The First Epic Movie,"['Animation', 'Action', 'Adventure']",2017,6.2,31496,1.4833333333333334
Along With the Gods: The Two Worlds,"['Action', 'Adventure', 'Drama']",2017,7.2,18279,2.316666666666667
American Assassin,"['Action', 'Thriller']",2017,6.2,87368,1.85
Baahubali 2: The Conclusion,"['Action', 'Drama']",2017,8.2,110544,2.783333333333333
Brawl in Cell Block 99,"['Action', 'Crime', 'Drama']",2017,7.1,72675,2.2
The Dark Tower,"['Action', 'Adventure', 'Fantasy']",2017,5.6,144088,1.5833333333333333
Sand Castle,"['Action', 'Drama', 'War']",2017,6.3,26345,1.8833333333333333
Time Trap,"['Action', 'Adventure', 'Mystery']",2017,6.2,41782,1.45
xXx: Return of Xander Cage,"['Action', 'Adventure', 'Thriller']",2017,5.2,96082,1.7833333333333334
The Wall,"['Action', 'Drama', 'Thriller']",2017,6.2,29885,1.4666666666666666
Coco,"['Animation', 'Adventure', 'Drama']",2017,8.4,565301,1.75
Beauty and the Beast,"['Adventure', 'Family', 'Fantasy']",2017,7.1,327781,2.15
Paddington 2,"['Adventure', 'Comedy', 'Family']",2017,7.8,88745,1.7166666666666666
Cars 3,"['Animation', 'Adventure', 'Comedy']",2017,6.7,115688,1.7
Despicable Me 3,"['Animation', 'Adventure', 'Comedy']",2017,6.2,148075,1.4833333333333334
The Boss Baby,"['Animation', 'Adventure', 'Comedy']",2017,6.3,137547,1.6166666666666667
Papillon,"['Adventure', 'Biography', 'Crime']",2017,7.2,82894,2.216666666666667
The Star,"['Animation', 'Adventure', 'Comedy']",2017,6.2,8876,1.4333333333333333
A Dog's Purpose,"['Adventure', 'Comedy', 'Drama']",2017,7.2,77292,1.6666666666666667
Girls Trip,"['Adventure', 'Comedy', 'Drama']",2017,6.2,39893,2.033333333333333
Ferdinand,"['Animation', 'Adventure', 'Comedy']",2017,6.7,62024,1.8
The Emoji Movie,"['Animation', 'Adventure', 'Comedy']",2017,3.4,69582,1.4333333333333333
Smurfs: The Lost Village,"['Animation', 'Adventure', 'Comedy']",2017,6.0,23532,1.5
The Lego Ninjago Movie,"['Animation', 'Action', 'Adventure']",2017,6.0,29165,1.6833333333333333
My Little Pony: The Movie,"['Animation', 'Adventure', 'Comedy']",2017,6.1,7738,1.65
Diary of a Wimpy Kid: The Long Haul,"['Adventure', 'Comedy', 'Family']",2017,4.3,10494,1.5166666666666666
Snatched,"['Action', 'Adventure', 'Comedy']",2017,4.7,37162,1.5
Vengeance: A Love Story,"['Action', 'Adventure', 'Crime']",2017,5.2,8633,1.65
Overdrive,"['Action', 'Adventure', 'Crime']",2017,5.4,16053,1.55
American Renegades,"['Action', 'Adventure', 'Crime']",2017,5.5,10708,1.7666666666666666
Beyond Skyline,"['Action', 'Adventure', 'Horror']",2017,5.3,23078,1.7666666666666666
Woody Woodpecker,"['Adventure', 'Comedy', 'Family']",2017,4.2,4668,1.5166666666666666
Fullmetal Alchemist,"['Action', 'Adventure', 'Fantasy']",2017,5.3,20965,2.25
