Title,Genre,ReleaseYear,Rating,VoteCount,Duration
El Camino: A Breaking Bad Movie,"['Action', 'Crime', 'Drama']",2019,7.3,281301,2.033333333333333
Harriet,"['Action', 'Biography', 'Drama']",2019,6.7,29830,2.0833333333333335
Gemini Man,"['Action', 'Sci-Fi', 'Thriller']",2019,5.7,119862,1.95
Escape Room,"['Action', 'Adventure', 'Horror']",2019,6.4,137789,1.65
War,"['Action', 'Adventure', 'Thriller']",2019,6.5,31169,2.5166666666666666
In the Shadow of the Moon,"['Action', 'Crime', 'Mystery']",2019,6.2,59175,1.9166666666666667
Zombieland: Double Tap,"['Action', 'Comedy', 'Horror']",2019,6.7,195233,1.65
Charlie's Angels,"['Action', 'Adventure', 'Comedy']",2019,5.0,78133,1.9666666666666666
The Informer,"['Action', 'Crime', 'Drama']",2019,6.6,40868,1.8833333333333333
Murder Mystery,"['Action', 'Comedy', 'Crime']",2019,6.0,162590,1.6166666666666667
Rambo: Last Blood,"['Action', 'Crime', 'Thriller']",2019,6.1,106915,1.4833333333333334
How to Train Your Dragon: The Hidden World,"['Animation', 'Action', 'Adventure']",2019,7.4,144703,1.7333333333333334
Dora and the Lost City of Gold,"['Action', 'Adventure', 'Comedy']",2019,6.1,33593,1.7
Pokémon: Detective Pikachu,"['Action', 'Adventure', 'Comedy']",2019,6.5,178736,1.7333333333333334
Angel Has Fallen,"['Action', 'Thriller']",2019,6.4,107166,2.0166666666666666
Guns Akimbo,"['Action', 'Comedy', 'Crime']",2019,6.3,67574,1.6333333333333333
The Banana Splits Movie,"['Action', 'Comedy', 'Horror']",2019,5.1,4568,1.4833333333333334
The Wandering Earth,"['Action', 'Adventure', 'Sci-Fi']",2019,5.9,35198,2.0833333333333335
The Kill Team,"['Action', 'Biography', 'Drama']",2019,6.0,7094,1.45
Crawl,"['Action', 'Adventure', 'Horror']",2019,6.1,91986,1.45
The Art of Self-Defense,"['Action', 'Comedy', 'Crime']",2019,6.6,40106,1.7333333333333334
The Kitchen,"['Action', 'Crime', 'Drama']",2019,5.6,22598,1.7
The Lion King,"['Animation', 'Adventure', 'Drama']",2019,6.8,261415,1.9666666666666666
Aladdin,"['Adventure', 'Comedy', 'Family']",2019,6.9,284095,2.1333333333333333
Klaus,"['Animation', 'Adventure', 'Comedy']",2019,8.2,174417,1.6
Toy Story 4,"['Animation', 'Adventure', 'Comedy']",2019,7.7,271855,1.6666666666666667
Frozen II,"['Animation', 'Adventure', 'Comedy']",2019,6.8,188160,1.7166666666666666
Ad Astra,"['Adventure', 'Drama', 'Mystery']",2019,6.5,254658,2.05
The Peanut Butter Falcon,"['Adventure', 'Comedy', 'Drama']",2019,7.6,99028,1.6166666666666667
Good Boys,"['Adventure', 'Comedy']",2019,6.7,79306,1.5
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']",2019,6.6,115561,1.9833333333333334
Dolittle,"['Adventure', 'Comedy', 'Family']",2020,5.6,69398,1.6833333333333333
Togo,"['Adventure', 'Biography', 'Drama']",2019,7.9,53804,1.8833333333333333
Scary Stories to Tell in the Dark,"['Adventure', 'Horror', 'Mystery']",2019,6.2,83584,1.8
The Lego Movie 2: The Second Part,"['Animation', 'Action', 'Adventure']",2019,6.6,74601,1.7833333333333334
Spies in Disguise,"['Animation', 'Action', 'Adventure']",2019,6.8,54900,1.7
The Angry Birds Movie 2,"['Animation', 'Action', 'Adventure']",2019,6.4,33790,1.6166666666666667
The Knight Before Christmas,"['Adventure', 'Comedy', 'Drama']",2019,5.6,19558,1.5333333333333334
Dumbo,"['Adventure', 'Family', 'Fantasy']",2019,6.3,81060,1.8666666666666667
Abominable,"['Animation', 'Adventure', 'Comedy']",2019,7.0,41536,1.6166666666666667
Red Shoes and the Seven Dwarfs,"['Animation', 'Action', 'Adventure']",2019,6.4,5150,1.5333333333333334
47 Meters Down: Uncaged,"['Adventure', 'Drama', 'Horror']",2019,5.0,30081,1.5
The Secret Life of Pets 2,"['Animation', 'Adventure', 'Comedy']",2019,6.4,67191,1.4333333333333333
Bad CGI Sharks,"['Adventure', 'Comedy', 'Horror']",2019,4.6,146,1.55
UglyDolls,"['Animation', 'Adventure', 'Comedy']",2019,5.1,7625,1.45
A Dog's Journey,"['Adventure', 'Comedy', 'Drama']",2019,7.4,27616,1.8166666666666667
The Aeronauts,"['Action', 'Adventure', 'Drama']",2019,6.6,36435,1.6666666666666667
Iron Mask,"['Action', 'Adventure', 'Fantasy']",2019,4.7,8080,2.0
Monos,"['Adventure', 'Drama', 'Thriller']",2019,6.8,18496,1.7
Jay and Silent Bob Reboot,"['Action', 'Adventure', 'Comedy']",2019,5.6,27761,1.75
Lady and the Tramp,"['Adventure', 'Comedy', 'Family']",2019,6.2,23891,1.85
The Addams Family,"['Animation', 'Comedy', 'Family']",2019,5.8,44031,1.4333333333333333
Weathering with You,"['Animation', 'Drama', 'Fantasy']",2019,7.5,51949,1.8666666666666667
One Piece: Stampede,"['Animation', 'Action', 'Adventure']",2019,7.5,7686,1.6833333333333333
Wonder Park,"['Animation', 'Adventure', 'Comedy']",2019,5.8,12536,1.4166666666666667
Missing Link,"['Animation', 'Adventure', 'Comedy']",2019,6.7,28215,1.55
Playmobil: The Movie,"['Animation', 'Adventure', 'Comedy']",2019,4.9,4566,1.65
I Lost My Body,"['Animation', 'Drama', 'Fantasy']",2019,7.5,35757,1.35
Trouble,"['Animation', 'Adventure', 'Comedy']",2019,5.8,3819,1.45
Children of the Sea,"['Animation', 'Adventure', 'Fantasy']",2019,6.5,3523,1.85
Lupin III: The First,"['Animation', 'Action', 'Adventure']",2019,6.9,3617,1.55
Steven Universe: The Movie,"['Animation', 'Action', 'Adventure']",2019,7.7,8673,1.3666666666666667
A Shaun the Sheep Movie: Farmageddon,"['Animation', 'Adventure', 'Comedy']",2019,6.8,15114,1.4333333333333333
Ne Zha,"['Animation', 'Action', 'Adventure']",2019,7.4,8314,1.8333333333333333
Justice League vs the Fatal Five,"['Animation', 'Action', 'Fantasy']",2019,6.5,10309,1.2833333333333334
The Queen's Corgi,"['Animation', 'Comedy', 'Family']",2019,4.9,7550,1.4166666666666667
Code Geass: Lelouch of the Re;Surrection,"['Animation', 'Action', 'Adventure']",2019,7.3,3299,1.8666666666666667
Rascal Does Not Dream of a Dreaming Girl,"['Animation', 'Drama', 'Fantasy']",2019,8.2,5959,1.4833333333333334
Wonder Woman: Bloodlines,"['Animation', 'Action', 'Fantasy']",2019,5.9,8125,1.3833333333333333
Reign of the Supermen,"['Animation', 'Action', 'Adventure']",2019,6.7,15927,1.45
Pokémon: Mewtwo Strikes Back - Evolution,"['Animation', 'Action', 'Family']",2019,5.7,6133,1.6333333333333333
White Snake,"['Animation', 'Action', 'Adventure']",2019,7.0,5083,1.65
Pets United,"['Animation', 'Adventure', 'Comedy']",2019,3.7,3075,1.4833333333333334
Ride Your Wave,"['Animation', 'Comedy', 'Drama']",2019,6.8,3877,1.5833333333333333
Arctic Dogs,"['Animation', 'Adventure', 'Comedy']",2019,4.8,2201,1.5333333333333334
Terra Willy,"['Animation', 'Adventure', 'Comedy']",2019,6.6,2180,1.4833333333333334
My Hero Academia: Heroes Rising,"['Animation', 'Action', 'Adventure']",2019,7.8,9379,1.7333333333333334
Promare,"['Animation', 'Action', 'Adventure']",2019,7.0,5020,1.85
"Paw Patrol: Ready, Race, Rescue!","['Animation', 'Family']",2019,4.6,413,1.1
Pilgrim's Progress,"['Animation', 'Adventure', 'Family']",2019,6.3,833,1.8
Primal: Tales of Savagery,"['Animation', 'Action', 'Adventure']",2019,8.4,2351,1.4166666666666667
Latte & the Magic Waterstone,"['Animation', 'Adventure', 'Comedy']",2019,5.6,1115,1.35
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,"['Animation', 'Action', 'Adventure']",2019,7.8,4948,1.5
Violet Evergarden: Eternity and the Auto Memory Doll,"['Animation', 'Drama', 'Family']",2019,7.4,6080,1.5
Hello World,"['Animation', 'Comedy', 'Drama']",2019,6.7,3734,1.6166666666666667
Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,"['Animation', 'Action', 'Fantasy']",2019,8.6,2767,1.75
NiNoKuni,"['Animation', 'Action', 'Adventure']",2019,6.1,3832,1.7666666666666666
To Your Last Death,"['Animation', 'Action', 'Fantasy']",2019,5.8,3827,1.5166666666666666
Fate/stay night [Heaven's Feel] II. lost butterfly,"['Animation', 'Action', 'Adventure']",2019,8.0,2951,1.95
Once Upon a Time in Hollywood,"['Comedy', 'Drama']",2019,7.6,810122,2.683333333333333
Fisherman's Friends,"['Comedy', 'Drama', 'Music']",2019,7.0,10932,1.8666666666666667
Knives Out,"['Comedy', 'Crime', 'Drama']",2019,7.9,747799,2.1666666666666665
Jojo Rabbit,"['Comedy', 'Drama', 'War']",2019,7.9,426553,1.8
Long Shot,"['Comedy', 'Romance']",2019,6.8,119059,2.0833333333333335
Last Christmas,"['Comedy', 'Drama', 'Fantasy']",2019,6.5,85295,1.7166666666666666
Cats,"['Comedy', 'Drama', 'Family']",2019,2.8,54739,1.8333333333333333
Burn,"['Comedy', 'Crime', 'Thriller']",2019,5.7,6475,1.4666666666666666
Yesterday,"['Comedy', 'Fantasy', 'Music']",2019,6.8,162430,1.9333333333333333
Booksmart,['Comedy'],2019,7.1,128050,1.7
Let It Snow,"['Comedy', 'Romance']",2019,5.8,24065,1.5333333333333334
Noelle,"['Comedy', 'Family', 'Fantasy']",2019,6.3,24865,1.6666666666666667
The Farewell,"['Comedy', 'Drama']",2019,7.5,69084,1.6666666666666667
Hustlers,"['Comedy', 'Crime', 'Drama']",2019,6.3,105768,1.8333333333333333
A Rainy Day in New York,"['Comedy', 'Romance']",2019,6.5,49130,1.5333333333333334
The Dirt,"['Biography', 'Comedy', 'Drama']",2019,7.0,53912,1.7833333333333334
Fighting with My Family,"['Biography', 'Comedy', 'Drama']",2019,7.1,86086,1.8
The Art of Racing in the Rain,"['Comedy', 'Drama', 'Romance']",2019,7.5,36435,1.8166666666666667
Playing with Fire,"['Comedy', 'Family']",2019,5.1,15769,1.6
Can You Keep a Secret?,"['Comedy', 'Romance']",2019,5.3,20137,1.5666666666666667
The Dead Don't Die,"['Comedy', 'Fantasy', 'Horror']",2019,5.5,83907,1.7333333333333334
Buddy Games,['Comedy'],2019,4.8,8257,1.6
"Where'd You Go, Bernadette","['Comedy', 'Drama']",2019,6.5,24146,1.8166666666666667
"Yes, God, Yes","['Comedy', 'Drama']",2019,6.1,17251,1.3
Joker,"['Crime', 'Drama', 'Thriller']",2019,8.4,1422837,2.033333333333333
The Irishman,"['Biography', 'Crime', 'Drama']",2019,7.8,418921,3.4833333333333334
Uncut Gems,"['Crime', 'Drama', 'Thriller']",2019,7.4,307723,2.25
Richard Jewell,"['Biography', 'Crime', 'Drama']",2019,7.5,95185,2.183333333333333
"Extremely Wicked, Shockingly Evil and Vile","['Biography', 'Crime', 'Drama']",2019,6.7,100200,1.8333333333333333
The Highwaymen,"['Biography', 'Crime', 'Drama']",2019,6.9,99347,2.2
Official Secrets,"['Biography', 'Crime', 'Drama']",2019,7.3,52894,1.8666666666666667
Just Mercy,"['Biography', 'Crime', 'Drama']",2019,7.6,73751,2.283333333333333
Motherless Brooklyn,"['Crime', 'Drama', 'Mystery']",2019,6.8,61663,2.4
The Golden Glove,"['Crime', 'Drama', 'Horror']",2019,6.7,17278,1.9166666666666667
21 Bridges,"['Action', 'Crime', 'Drama']",2019,6.6,72118,1.65
The Report,"['Biography', 'Crime', 'Drama']",2019,7.2,48612,1.9833333333333334
Above Suspicion,"['Action', 'Biography', 'Crime']",2019,5.7,8117,1.7333333333333334
Avengement,"['Action', 'Crime']",2019,6.6,19723,1.45
The Laundromat,"['Comedy', 'Crime', 'Drama']",2019,6.3,54010,1.6
Shaft,"['Action', 'Comedy', 'Crime']",2019,6.4,57632,1.85
The Hustle,"['Comedy', 'Crime']",2019,5.4,64109,1.55
True History of the Kelly Gang,"['Action', 'Biography', 'Crime']",2019,6.0,12744,2.066666666666667
Stuber,"['Action', 'Comedy', 'Crime']",2019,6.2,50580,1.55
Kaithi,"['Action', 'Crime', 'Thriller']",2019,8.5,40098,2.4166666666666665
Bad Education,"['Biography', 'Comedy', 'Crime']",2019,7.1,42733,1.8
A Call to Spy,"['Biography', 'Crime', 'Drama']",2019,6.7,9064,2.05
Lucky Day,"['Action', 'Comedy', 'Crime']",2019,5.1,3382,1.65
The Good Liar,"['Crime', 'Drama', 'Mystery']",2019,6.7,46021,1.8166666666666667
Schemers,"['Comedy', 'Crime', 'Drama']",2019,5.6,697,1.5166666666666666
Miss Bala,"['Action', 'Crime', 'Drama']",2019,5.8,12416,1.7333333333333334
Escape Plan: The Extractors,"['Action', 'Crime', 'Thriller']",2019,4.4,16259,1.6166666666666667
Room for Rent,"['Crime', 'Horror', 'Mystery']",2019,5.3,3949,1.35
Queen & Slim,"['Crime', 'Drama', 'Romance']",2019,7.1,34043,2.2
Better Days,"['Crime', 'Drama', 'Romance']",2019,7.6,12175,2.25
Les Misérables,"['Crime', 'Drama', 'Thriller']",2019,7.6,27533,1.7333333333333334
La Llorona,"['Crime', 'Drama', 'Horror']",2019,6.6,7501,1.6166666666666667
Running with the Devil,"['Crime', 'Drama', 'Thriller']",2019,5.4,9824,1.6666666666666667
Secret Obsession,"['Crime', 'Drama', 'Mystery']",2019,4.5,23408,1.6166666666666667
Tenet,"['Action', 'Sci-Fi', 'Thriller']",2020,7.3,568575,2.5
Greyhound,"['Action', 'Drama', 'History']",2020,7.0,108808,1.5166666666666666
Wonder Woman 1984,"['Action', 'Adventure', 'Fantasy']",2020,5.4,286238,2.5166666666666666
Enola Holmes,"['Action', 'Adventure', 'Crime']",2020,6.6,211927,2.05
Birds of Prey,"['Action', 'Comedy', 'Crime']",2020,6.1,258424,1.8166666666666667
Sonic the Hedgehog,"['Action', 'Adventure', 'Comedy']",2020,6.5,154288,1.65
The Hunt,"['Action', 'Horror', 'Thriller']",2020,6.5,124413,1.5
Extraction,"['Action', 'Thriller']",2020,6.8,254202,1.9333333333333333
Mulan,"['Action', 'Adventure', 'Drama']",2020,5.8,156592,1.9166666666666667
Becky,"['Action', 'Crime', 'Drama']",2020,6.0,23208,1.55
The Old Guard,"['Action', 'Thriller']",2020,6.7,179046,2.0833333333333335
Monster Hunter,"['Action', 'Adventure', 'Fantasy']",2020,5.2,66121,1.7166666666666666
Riders of Justice,"['Action', 'Comedy', 'Drama']",2020,7.5,59589,1.9333333333333333
Unhinged,"['Action', 'Thriller']",2020,6.0,74835,1.5
Greenland,"['Action', 'Thriller']",2020,6.4,128358,1.9833333333333334
Bad Boys for Life,"['Action', 'Comedy', 'Crime']",2020,6.5,171258,2.066666666666667
Underwater,"['Action', 'Horror', 'Sci-Fi']",2020,5.9,91506,1.5833333333333333
The New Mutants,"['Action', 'Horror', 'Mystery']",2020,5.3,86972,1.5666666666666667
Love and Monsters,"['Action', 'Adventure', 'Comedy']",2020,6.9,138645,1.8166666666666667
Onward,"['Animation', 'Action', 'Adventure']",2020,7.4,164417,1.7
Ava,"['Action', 'Drama', 'Thriller']",2020,5.4,60986,1.6
Bloodshot,"['Action', 'Adventure', 'Sci-Fi']",2020,5.7,83026,1.8166666666666667
Run Hide Fight,"['Action', 'Crime', 'Drama']",2020,6.3,26316,1.8166666666666667
Boss Level,"['Action', 'Adventure', 'Comedy']",2020,6.8,76650,1.6666666666666667
News of the World,"['Action', 'Adventure', 'Drama']",2020,6.8,93747,1.9666666666666666
Honest Thief,"['Action', 'Thriller']",2020,6.0,55938,1.65
Spenser Confidential,"['Action', 'Comedy', 'Crime']",2020,6.2,95387,1.85
The Silencing,"['Action', 'Crime', 'Mystery']",2020,6.2,29949,1.55
Fatman,"['Action', 'Adventure', 'Comedy']",2020,5.9,28543,1.6666666666666667
We Can Be Heroes,"['Action', 'Comedy', 'Drama']",2020,4.7,16653,1.6666666666666667
Peninsula,"['Action', 'Horror', 'Thriller']",2020,5.5,36574,1.9333333333333333
Project Power,"['Action', 'Crime', 'Sci-Fi']",2020,6.0,95634,1.8833333333333333
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"['Animation', 'Action', 'Adventure']",2020,8.2,69163,1.95
Wolfwalkers,"['Animation', 'Action', 'Adventure']",2020,8.0,37089,1.7166666666666666
Shadow in the Cloud,"['Action', 'Horror', 'War']",2020,5.0,29783,1.3833333333333333
My Spy,"['Action', 'Comedy']",2020,6.3,33650,1.65
The Tax Collector,"['Action', 'Crime', 'Drama']",2020,4.8,14928,1.5833333333333333
Vanguard,"['Action', 'Adventure', 'Comedy']",2020,4.7,6459,1.7833333333333334
Butai Yu Yu Hakusho,"['Action', 'Adventure', 'Fantasy']",2020,7.9,55,2.1
Legacy of Lies,"['Action', 'Thriller']",2020,5.1,4096,1.6833333333333333
Superintelligence,"['Action', 'Comedy', 'Romance']",2020,5.4,12833,1.7666666666666666
Jiu Jitsu,"['Action', 'Sci-Fi', 'Thriller']",2020,2.9,9899,1.7
Skylines,"['Action', 'Adventure', 'Sci-Fi']",2020,4.8,8964,1.8833333333333333
Bloody Hell,"['Action', 'Comedy', 'Horror']",2020,6.6,9849,1.55
Occupation: Rainfall,"['Action', 'Sci-Fi']",2020,4.7,15240,2.1333333333333333
Force of Nature,"['Action', 'Adventure', 'Crime']",2020,4.6,12933,1.5166666666666666
The Sleepover,"['Action', 'Adventure', 'Comedy']",2020,5.7,11694,1.6666666666666667
#Alive,"['Action', 'Drama', 'Horror']",2020,6.3,45938,1.6333333333333333
The Last Days of American Crime,"['Action', 'Crime', 'Drama']",2020,3.8,12283,2.466666666666667
Rogue,"['Action', 'Horror', 'Thriller']",2020,4.2,9462,1.75
Trolls World Tour,"['Animation', 'Adventure', 'Comedy']",2020,6.1,26870,1.5166666666666666
Soul,"['Animation', 'Adventure', 'Comedy']",2020,8.0,362578,1.6666666666666667
The Witches,"['Adventure', 'Comedy', 'Family']",2020,5.4,45022,1.7666666666666666
The Christmas Chronicles: Part Two,"['Adventure', 'Comedy', 'Family']",2020,6.0,33719,1.8666666666666667
The Call of the Wild,"['Adventure', 'Drama', 'Family']",2020,6.7,54425,1.6666666666666667
The Croods: A New Age,"['Animation', 'Adventure', 'Comedy']",2020,6.9,50793,1.5833333333333333
The Midnight Sky,"['Adventure', 'Drama', 'Sci-Fi']",2020,5.7,87716,1.9666666666666666
Bill & Ted Face the Music,"['Adventure', 'Comedy', 'Music']",2020,5.9,51988,1.5166666666666666
Scoob!,"['Animation', 'Adventure', 'Comedy']",2020,5.6,29342,1.55
Wish Dragon,"['Animation', 'Adventure', 'Comedy']",2021,7.2,32024,1.6333333333333333
The SpongeBob Movie: Sponge on the Run,"['Animation', 'Adventure', 'Comedy']",2020,5.9,20911,1.5166666666666666
Da 5 Bloods,"['Adventure', 'Drama', 'War']",2020,6.5,54378,2.566666666666667
Artemis Fowl,"['Adventure', 'Family', 'Fantasy']",2020,4.3,30046,1.5833333333333333
Follow Me,"['Adventure', 'Horror', 'Mystery']",2020,5.4,12390,1.5166666666666666
Don't Listen,"['Adventure', 'Drama', 'Horror']",2020,6.1,16370,1.6166666666666667
Over the Moon,"['Animation', 'Adventure', 'Comedy']",2020,6.3,24432,1.5833333333333333
The One and Only Ivan,"['Adventure', 'Comedy', 'Drama']",2020,6.6,13234,1.5833333333333333
Horizon Line,"['Action', 'Adventure', 'Drama']",2020,4.8,11127,1.5333333333333334
The Willoughbys,"['Animation', 'Adventure', 'Comedy']",2020,6.4,21012,1.5
The Reckoning,"['Adventure', 'Drama', 'Horror']",2020,4.8,3663,1.8333333333333333
Silver Skates,"['Adventure', 'Drama', 'Family']",2020,7.1,7106,2.1666666666666665
Rose Island,"['Adventure', 'Biography', 'Comedy']",2020,7.0,24034,1.95
A Whisker Away,"['Animation', 'Adventure', 'Drama']",2020,6.7,12963,1.7333333333333334
200 Meters,"['Adventure', 'Drama']",2020,7.2,1914,1.6
Mortal,"['Action', 'Adventure', 'Drama']",2020,5.9,10325,1.7333333333333334
Secret Society of Second Born Royals,"['Action', 'Adventure', 'Comedy']",2020,5.0,6035,1.65
Attack on Titan: Chronicle,"['Animation', 'Action', 'Adventure']",2020,8.4,11692,2.033333333333333
Mortal Kombat Legends: Scorpion's Revenge,"['Animation', 'Action', 'Adventure']",2020,7.4,19123,1.3333333333333333
The Legend of Zelda: A Link to the Past,"['Action', 'Adventure', 'Fantasy']",2020,5.4,39,0.75
Anastasia,"['Adventure', 'Family', 'Fantasy']",2020,2.9,887,1.4833333333333334
Come Away,"['Adventure', 'Drama', 'Fantasy']",2020,5.7,5589,1.5666666666666667
Violet Evergarden: The Movie,"['Animation', 'Drama', 'Fantasy']",2020,8.3,9370,2.3333333333333335
Bigfoot Family,"['Animation', 'Adventure', 'Family']",2020,5.8,3396,1.4833333333333334
100% Wolf,"['Animation', 'Adventure', 'Comedy']",2020,5.6,2203,1.6
"Josee, the Tiger and the Fish","['Animation', 'Drama', 'Romance']",2020,7.6,7113,1.65
Saezuru Tori Wa Habatakanai: The Clouds Gather,"['Animation', 'Crime', 'Drama']",2020,6.8,895,1.4166666666666667
Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,"['Animation', 'Action', 'Fantasy']",2020,8.8,15334,2.3
Dragon Rider,"['Animation', 'Adventure', 'Comedy']",2020,5.7,2019,1.5166666666666666
Jungle Beat: The Movie,"['Animation', 'Adventure', 'Comedy']",2020,5.4,1230,1.4666666666666666
Phineas and Ferb the Movie: Candace Against the Universe,"['Animation', 'Adventure', 'Comedy']",2020,7.0,5249,1.4333333333333333
The Thanksgiving Movie,"['Animation', 'Family']",2020,4.8,31,1.2833333333333334
Finding Jesus,"['Animation', 'Family', 'Fantasy']",2020,1.2,974,1.15
Digimon Adventure: Last Evolution Kizuna,"['Animation', 'Action', 'Adventure']",2020,7.5,1807,1.5666666666666667
Altered Carbon: Resleeved,"['Animation', 'Action', 'Crime']",2020,6.5,6767,1.2333333333333334
A Christmas Carol,"['Animation', 'Drama']",2020,5.2,369,1.5666666666666667
Paw Patrol: Jet to the Rescue,"['Animation', 'Adventure', 'Family']",2020,5.4,328,0.9333333333333333
Little Foot,"['Animation', 'Family']",2020,3.9,50,1.2
The Stranger by the Beach,"['Animation', 'Drama', 'Romance']",2020,7.1,2399,0.9833333333333333
Trump vs the Illuminati,['Animation'],2020,2.2,717,1.1666666666666667
Made in Abyss: Dawn of the Deep Soul,"['Animation', 'Adventure', 'Drama']",2020,8.0,5137,1.8833333333333333
Beauty Water,"['Animation', 'Drama', 'Horror']",2020,6.1,870,1.4166666666666667
Dreambuilders,"['Animation', 'Adventure', 'Comedy']",2020,6.0,1688,1.35
Stand by Me Doraemon 2,"['Animation', 'Comedy', 'Drama']",2020,7.5,4645,1.6
Doraemon the Movie: Nobita's New Dinosaur,"['Animation', 'Adventure', 'Comedy']",2020,7.0,1274,1.8333333333333333
Deathstroke: Knights & Dragons - The Movie,"['Animation', 'Action', 'Adventure']",2020,6.3,4083,1.45
Turkey Day,"['Animation', 'Comedy']",2020,3.2,19,1.3333333333333333
The Donut King,"['Documentary', 'Animation']",2020,7.1,1104,1.5
Given,"['Animation', 'Drama', 'Music']",2020,7.7,2253,0.9833333333333333
Angela's Christmas Wish,"['Animation', 'Adventure', 'Comedy']",2020,7.1,1683,0.7833333333333333
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"['Animation', 'Action', 'Adventure']",2020,6.5,304,1.7166666666666666
You Animal!,"['Animation', 'Comedy', 'Drama']",2020,6.4,324,1.2166666666666666
Goblin Slayer: Goblin's Crown,"['Animation', 'Action', 'Adventure']",2020,6.6,1857,1.4166666666666667
Demon Slayer: Kimetsu no Yaiba - The Hashira Meeting Arc,"['Animation', 'Action', 'Fantasy']",2020,8.5,3798,1.7666666666666666
Fearless,"['Animation', 'Comedy', 'Family']",2020,5.0,1936,1.4833333333333334
Words Bubble Up Like Soda Pop,"['Animation', 'Drama', 'Music']",2020,6.8,5097,1.45
The Academy of Magic,"['Animation', 'Fantasy']",2020,3.3,2454,1.4333333333333333
L.O.R.D: Legend of Ravaging Dynasties 2,"['Animation', 'Action', 'Adventure']",2020,5.0,310,
Mank,"['Biography', 'Comedy', 'Drama']",2020,6.8,80855,2.183333333333333
A Nice Girl Like You,"['Comedy', 'Romance']",2020,5.1,6809,1.5666666666666667
Holidate,"['Comedy', 'Romance']",2020,6.1,74919,1.7333333333333334
Freaky,"['Comedy', 'Horror', 'Thriller']",2020,6.3,69624,1.7
Emma.,"['Comedy', 'Drama', 'Romance']",2020,6.7,60350,2.066666666666667
Shiva Baby,"['Comedy', 'Drama']",2020,7.1,30136,1.2833333333333334
Palm Springs,"['Comedy', 'Fantasy', 'Mystery']",2020,7.4,176201,1.5
Borat Subsequent Moviefilm,['Comedy'],2020,6.6,149949,1.5833333333333333
I Care a Lot,"['Comedy', 'Crime', 'Drama']",2020,6.4,141728,1.9666666666666666
Happiest Season,"['Comedy', 'Romance']",2020,6.6,45012,1.7
Eurovision Song Contest: The Story of Fire Saga,"['Comedy', 'Music']",2020,6.5,100298,2.05
Hubie Halloween,"['Comedy', 'Horror', 'Mystery']",2020,5.2,57220,1.7166666666666666
The Babysitter: Killer Queen,"['Comedy', 'Horror']",2020,5.8,49007,1.6833333333333333
The King of Staten Island,"['Comedy', 'Drama']",2020,7.1,74822,2.2666666666666666
Think Like a Dog,"['Comedy', 'Drama', 'Family']",2020,5.2,2157,1.5166666666666666
Money Plane,"['Comedy', 'Crime', 'Thriller']",2020,3.2,5536,1.3666666666666667
The Wrong Missy,"['Comedy', 'Romance']",2020,5.7,44022,1.5
The Kissing Booth 2,"['Comedy', 'Romance']",2020,5.7,36115,2.2333333333333334
The Half of It,"['Comedy', 'Drama']",2020,6.9,42127,1.7333333333333334
On the Rocks,"['Comedy', 'Drama', 'Romance']",2020,6.4,35281,1.6
The Claus Family,"['Comedy', 'Family', 'Fantasy']",2020,5.6,2724,1.6
Friendsgiving,"['Comedy', 'Drama']",2020,4.5,3601,1.5833333333333333
A California Christmas,"['Comedy', 'Drama', 'Romance']",2020,5.8,10919,1.7666666666666666
The Prom,"['Comedy', 'Drama', 'Musical']",2020,5.9,28788,2.1666666666666665
Godmothered,"['Comedy', 'Drama', 'Family']",2020,6.1,13480,1.8333333333333333
The Princess Switch: Switched Again,"['Comedy', 'Drama', 'Family']",2020,5.4,12902,1.6
The War with Grandpa,"['Comedy', 'Drama', 'Family']",2020,5.6,23934,1.5666666666666667
Downhill,"['Comedy', 'Drama']",2020,4.9,13489,1.4333333333333333
Promising Young Woman,"['Crime', 'Drama', 'Mystery']",2020,7.5,199228,1.8833333333333333
The Paramedic,"['Crime', 'Drama', 'Thriller']",2020,5.7,14220,1.5666666666666667
The Devil All the Time,"['Crime', 'Drama', 'Thriller']",2020,7.1,148113,2.3
Let Him Go,"['Crime', 'Drama', 'Thriller']",2020,6.7,33899,1.8833333333333333
The Call,"['Crime', 'Horror', 'Mystery']",2020,7.1,41092,1.8666666666666667
Capone,"['Biography', 'Crime', 'Drama']",2020,4.7,22567,1.7166666666666666
The Dry,"['Crime', 'Drama', 'Mystery']",2020,6.8,31267,1.95
Escape from Pretoria,"['Biography', 'Crime', 'Mystery']",2020,6.8,41914,1.7666666666666666
The Night Clerk,"['Crime', 'Drama', 'Mystery']",2020,5.6,18043,1.5
Lost Girls,"['Crime', 'Drama', 'Mystery']",2020,6.2,24205,1.5833333333333333
The Postcard Killings,"['Crime', 'Drama', 'Mystery']",2020,5.7,13204,1.7333333333333334
The Duke,"['Biography', 'Comedy', 'Crime']",2020,6.9,12469,1.5833333333333333
Zola,"['Comedy', 'Crime', 'Drama']",2020,6.5,16575,1.4333333333333333
